startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2014-05-31T23:30:00Z","2014-06-01T00:00:00Z",83.14813,83.10227,83.20629,0.00079,180.00000,0.01770,0.00210,0,,,
"2014-06-01T00:00:00Z","2014-06-01T00:30:00Z",83.27544,83.20829,83.33031,0.00098,180.00000,0.01782,0.00234,0,,,
"2014-06-01T00:30:00Z","2014-06-01T01:00:00Z",83.19059,83.09527,83.31831,0.00349,180.00000,0.01932,0.00440,0,,,
"2014-06-01T01:00:00Z","2014-06-01T01:30:00Z",83.16075,83.07027,83.22029,0.00184,180.00000,0.01835,0.00320,0,,,
"2014-06-01T01:30:00Z","2014-06-01T02:00:00Z",83.10009,83.04626,83.18829,0.00083,180.00000,0.01773,0.00215,0,,,
"2014-06-01T02:00:00Z","2014-06-01T02:30:00Z",83.08767,83.07726,83.10427,0.00004,180.00000,0.01722,0.00044,0,,,
"2014-06-01T02:30:00Z","2014-06-01T03:00:00Z",83.11197,83.10527,83.11727,0.00001,180.00000,0.01721,0.00023,0,,,
"2014-06-01T03:00:00Z","2014-06-01T03:30:00Z",83.12585,83.11327,83.13727,0.00008,180.00000,0.01725,0.00065,0,,,
"2014-06-01T03:30:00Z","2014-06-01T04:00:00Z",83.12572,83.12027,83.13527,0.00002,180.00000,0.01721,0.00031,0,,,
"2014-06-01T04:00:00Z","2014-06-01T04:30:00Z",83.15384,83.12928,83.16428,0.00010,180.00000,0.01726,0.00073,0,,,
"2014-06-01T04:30:00Z","2014-06-01T05:00:00Z",83.16944,83.16228,83.17628,0.00001,180.00000,0.01721,0.00025,0,,,
"2014-06-01T05:00:00Z","2014-06-01T05:30:00Z",83.15666,83.14328,83.17228,0.00006,180.00000,0.01724,0.00058,0,,,
"2014-06-01T05:30:00Z","2014-06-01T06:00:00Z",83.13253,83.11927,83.14528,0.00010,180.00000,0.01726,0.00074,0,,,
"2014-06-01T06:00:00Z","2014-06-01T06:30:00Z",83.09902,83.07427,83.11927,0.00014,178.00000,0.01729,0.00089,0,,,
"2014-06-01T06:30:00Z","2014-06-01T07:00:00Z",83.06594,83.05626,83.07626,0.00003,180.00000,0.01722,0.00041,0,,,
"2014-06-01T07:00:00Z","2014-06-01T07:30:00Z",83.06889,83.05826,83.09127,0.00006,180.00000,0.01724,0.00060,0,,,
"2014-06-01T07:30:00Z","2014-06-01T08:00:00Z",83.08402,83.07227,83.09527,0.00004,180.00000,0.01723,0.00047,0,,,
"2014-06-01T08:00:00Z","2014-06-01T08:30:00Z",83.05796,83.02726,83.07227,0.00018,180.00000,0.01732,0.00101,0,,,
"2014-06-01T08:30:00Z","2014-06-01T09:00:00Z",82.99876,82.98025,83.02625,0.00018,180.00000,0.01732,0.00101,0,,,
"2014-06-01T09:00:00Z","2014-06-01T09:30:00Z",82.96161,82.93724,82.97925,0.00006,180.00000,0.01724,0.00059,0,,,
"2014-06-01T09:30:00Z","2014-06-01T10:00:00Z",82.94821,82.92524,82.99225,0.00054,180.00000,0.01754,0.00173,0,,,
"2014-06-01T10:00:00Z","2014-06-01T10:30:00Z",82.95768,82.93024,82.98825,0.00027,180.00000,0.01738,0.00124,0,,,
"2014-06-01T10:30:00Z","2014-06-01T11:00:00Z",82.89011,82.87123,82.94424,0.00029,180.00000,0.01739,0.00128,0,,,
"2014-06-01T11:00:00Z","2014-06-01T11:30:00Z",82.89638,82.87123,82.91123,0.00018,180.00000,0.01731,0.00099,0,,,
"2014-06-01T11:30:00Z","2014-06-01T12:00:00Z",82.91854,82.90123,82.92624,0.00005,180.00000,0.01723,0.00053,0,,,
"2014-06-01T12:00:00Z","2014-06-01T12:30:00Z",82.91476,82.90524,82.92324,0.00003,180.00000,0.01722,0.00041,0,,,
"2014-06-01T12:30:00Z","2014-06-01T13:00:00Z",82.92156,82.88623,82.94224,0.00034,180.00000,0.01742,0.00138,0,,,
"2014-06-01T13:00:00Z","2014-06-01T13:30:00Z",82.92563,82.91523,82.93924,0.00004,180.00000,0.01723,0.00048,0,,,
