startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2017-07-31T23:30:00Z","2017-08-01T00:00:00Z",83.97078,83.96249,83.97251,0.00001,180.00000,0.01721,0.00028,0,,,
"2017-08-01T00:00:00Z","2017-08-01T00:30:00Z",83.97429,83.96249,83.98252,0.00002,180.00000,0.01721,0.00030,0,,,
"2017-08-01T00:30:00Z","2017-08-01T01:00:00Z",83.97818,83.96249,83.99252,0.00006,180.00000,0.01724,0.00059,0,,,
"2017-08-01T01:00:00Z","2017-08-01T01:30:00Z",83.99703,83.98252,84.01255,0.00003,180.00000,0.01722,0.00043,0,,,
"2017-08-01T01:30:00Z","2017-08-01T02:00:00Z",84.02256,84.00254,84.04258,0.00011,180.00000,0.01727,0.00078,0,,,
"2017-08-01T02:00:00Z","2017-08-01T02:30:00Z",84.04425,84.03257,84.06260,0.00010,180.00000,0.01726,0.00073,0,,,
"2017-08-01T02:30:00Z","2017-08-01T03:00:00Z",84.06961,84.06260,84.08262,0.00005,180.00000,0.01724,0.00055,0,,,
"2017-08-01T03:00:00Z","2017-08-01T03:30:00Z",84.10465,84.08262,84.13267,0.00020,180.00000,0.01733,0.00107,0,,,
"2017-08-01T03:30:00Z","2017-08-01T04:00:00Z",84.14942,84.13267,84.16271,0.00009,180.00000,0.01726,0.00072,0,,,
"2017-08-01T04:00:00Z","2017-08-01T04:30:00Z",84.17494,84.16271,84.19274,0.00007,180.00000,0.01724,0.00061,0,,,
"2017-08-01T04:30:00Z","2017-08-01T05:00:00Z",84.19281,84.19274,84.20276,0.00000,147.00000,0.01720,0.00007,0,,,
"2017-08-01T05:00:00Z","2017-08-01T05:30:00Z",,,,,,,,1,,,
"2017-08-01T05:30:00Z","2017-08-01T06:00:00Z",,,,,,,,1,,,
"2017-08-01T06:00:00Z","2017-08-01T06:30:00Z",84.18516,84.18273,84.19274,0.00002,177.00000,0.01721,0.00032,0,,,
"2017-08-01T06:30:00Z","2017-08-01T07:00:00Z",84.18974,84.17272,84.19274,0.00003,180.00000,0.01722,0.00041,0,,,
"2017-08-01T07:00:00Z","2017-08-01T07:30:00Z",84.17289,84.16271,84.18273,0.00005,180.00000,0.01723,0.00054,0,,,
"2017-08-01T07:30:00Z","2017-08-01T08:00:00Z",84.17366,84.16271,84.18273,0.00001,180.00000,0.01721,0.00027,0,,,
"2017-08-01T08:00:00Z","2017-08-01T08:30:00Z",84.17261,84.16271,84.17272,0.00000,180.00000,0.01720,0.00008,0,,,
"2017-08-01T08:30:00Z","2017-08-01T09:00:00Z",84.17272,84.17272,84.17272,0.00000,180.00000,0.01720,0.00000,0,,,
"2017-08-01T09:00:00Z","2017-08-01T09:30:00Z",84.16443,84.16271,84.17272,0.00001,180.00000,0.01721,0.00028,0,,,
"2017-08-01T09:30:00Z","2017-08-01T10:00:00Z",84.15709,84.14269,84.16271,0.00004,180.00000,0.01723,0.00049,0,,,
"2017-08-01T10:00:00Z","2017-08-01T10:30:00Z",84.16527,84.15270,84.17272,0.00007,180.00000,0.01725,0.00064,0,,,
"2017-08-01T10:30:00Z","2017-08-01T11:00:00Z",84.16899,84.16271,84.17272,0.00002,180.00000,0.01722,0.00036,0,,,
"2017-08-01T11:00:00Z","2017-08-01T11:30:00Z",84.16510,84.16271,84.17272,0.00002,180.00000,0.01721,0.00032,0,,,
"2017-08-01T11:30:00Z","2017-08-01T12:00:00Z",84.17845,84.17272,84.18273,0.00002,180.00000,0.01722,0.00037,0,,,
"2017-08-01T12:00:00Z","2017-08-01T12:30:00Z",84.18957,84.18273,84.20276,0.00003,180.00000,0.01722,0.00039,0,,,
"2017-08-01T12:30:00Z","2017-08-01T13:00:00Z",84.20893,84.20276,84.22277,0.00004,180.00000,0.01722,0.00046,0,,,
"2017-08-01T13:00:00Z","2017-08-01T13:30:00Z",84.21960,84.21276,84.22277,0.00002,180.00000,0.01721,0.00035,0,,,
"2017-08-01T13:30:00Z","2017-08-01T14:00:00Z",84.22277,84.22277,84.22277,0.00000,114.00000,0.01720,0.00000,1,,,
"2017-08-01T14:00:00Z","2017-08-01T14:30:00Z",,,,,,,,1,,,
"2017-08-01T14:30:00Z","2017-08-01T15:00:00Z",84.24279,84.24279,84.24279,0.00000,18.00000,0.01720,0.00000,1,,,
"2017-08-01T15:00:00Z","2017-08-01T15:30:00Z",84.23985,84.23279,84.24279,0.00002,180.00000,0.01721,0.00034,0,,,
"2017-08-01T15:30:00Z","2017-08-01T16:00:00Z",84.23896,84.23279,84.24279,0.00002,180.00000,0.01722,0.00036,0,,,
"2017-08-01T16:00:00Z","2017-08-01T16:30:00Z",84.24129,84.23279,84.25280,0.00002,180.00000,0.01721,0.00032,0,,,
"2017-08-01T16:30:00Z","2017-08-01T17:00:00Z",84.23701,84.22277,84.24279,0.00003,180.00000,0.01722,0.00044,0,,,
"2017-08-01T17:00:00Z","2017-08-01T17:30:00Z",84.22494,84.21276,84.23279,0.00002,180.00000,0.01721,0.00034,0,,,
"2017-08-01T17:30:00Z","2017-08-01T18:00:00Z",84.22333,84.21276,84.23279,0.00003,180.00000,0.01722,0.00043,0,,,
"2017-08-01T18:00:00Z","2017-08-01T18:30:00Z",84.20648,84.19274,84.21276,0.00004,180.00000,0.01723,0.00047,0,,,
"2017-08-01T18:30:00Z","2017-08-01T19:00:00Z",84.18267,84.16271,84.19274,0.00007,180.00000,0.01724,0.00061,0,,,
"2017-08-01T19:00:00Z","2017-08-01T19:30:00Z",84.15754,84.14269,84.16271,0.00003,180.00000,0.01722,0.00042,0,,,
"2017-08-01T19:30:00Z","2017-08-01T20:00:00Z",84.13657,84.12267,84.15270,0.00007,180.00000,0.01724,0.00061,0,,,
"2017-08-01T20:00:00Z","2017-08-01T20:30:00Z",84.11254,84.09264,84.12267,0.00006,180.00000,0.01724,0.00059,0,,,
"2017-08-01T20:30:00Z","2017-08-01T21:00:00Z",84.08312,84.05259,84.10264,0.00023,180.00000,0.01735,0.00114,0,,,
"2017-08-01T21:00:00Z","2017-08-01T21:30:00Z",84.05704,84.04258,84.07261,0.00005,180.00000,0.01723,0.00055,0,,,
"2017-08-01T21:30:00Z","2017-08-01T22:00:00Z",84.05365,84.04258,84.06260,0.00001,180.00000,0.01721,0.00024,0,,,
"2017-08-01T22:00:00Z","2017-08-01T22:30:00Z",84.04764,84.03257,84.05259,0.00003,180.00000,0.01722,0.00038,0,,,
"2017-08-01T22:30:00Z","2017-08-01T23:00:00Z",84.09174,84.05259,84.13267,0.00065,180.00000,0.01761,0.00190,0,,,
"2017-08-01T23:00:00Z","2017-08-01T23:30:00Z",84.10971,84.08262,84.14269,0.00032,180.00000,0.01741,0.00134,0,,,
"2017-08-01T23:30:00Z","2017-08-02T00:00:00Z",84.11877,84.06260,84.14269,0.00046,180.00000,0.01749,0.00160,0,,,
"2017-08-02T00:00:00Z","2017-08-02T00:30:00Z",84.02590,83.99252,84.05259,0.00023,180.00000,0.01735,0.00114,0,,,
"2017-08-02T00:30:00Z","2017-08-02T01:00:00Z",84.04764,84.03257,84.05259,0.00003,180.00000,0.01722,0.00044,0,,,
"2017-08-02T01:00:00Z","2017-08-02T01:30:00Z",84.04631,84.03257,84.05259,0.00005,180.00000,0.01723,0.00051,0,,,
"2017-08-02T01:30:00Z","2017-08-02T02:00:00Z",84.02517,84.01255,84.03257,0.00004,180.00000,0.01723,0.00048,0,,,
"2017-08-02T02:00:00Z","2017-08-02T02:30:00Z",84.02284,84.01255,84.03257,0.00004,180.00000,0.01723,0.00048,0,,,
"2017-08-02T02:30:00Z","2017-08-02T03:00:00Z",84.03357,84.02256,84.04258,0.00002,180.00000,0.01722,0.00037,0,,,
"2017-08-02T03:00:00Z","2017-08-02T03:30:00Z",84.05432,84.03257,84.06260,0.00005,180.00000,0.01724,0.00055,0,,,
"2017-08-02T03:30:00Z","2017-08-02T04:00:00Z",84.07033,84.06260,84.07261,0.00002,180.00000,0.01721,0.00031,0,,,
"2017-08-02T04:00:00Z","2017-08-02T04:30:00Z",84.07511,84.07261,84.09264,0.00002,180.00000,0.01721,0.00034,0,,,
"2017-08-02T04:30:00Z","2017-08-02T05:00:00Z",84.09030,84.08262,84.09264,0.00002,180.00000,0.01721,0.00032,0,,,
"2017-08-02T05:00:00Z","2017-08-02T05:30:00Z",84.09614,84.09264,84.10264,0.00002,180.00000,0.01721,0.00036,0,,,
"2017-08-02T05:30:00Z","2017-08-02T06:00:00Z",84.10164,84.09264,84.10264,0.00001,180.00000,0.01721,0.00022,0,,,
"2017-08-02T06:00:00Z","2017-08-02T06:30:00Z",84.08557,84.08262,84.09264,0.00002,180.00000,0.01721,0.00034,0,,,
"2017-08-02T06:30:00Z","2017-08-02T07:00:00Z",84.09158,84.08262,84.14269,0.00023,180.00000,0.01735,0.00114,0,,,
"2017-08-02T07:00:00Z","2017-08-02T07:30:00Z",84.11249,84.05259,84.15270,0.00111,180.00000,0.01790,0.00248,0,,,
"2017-08-02T07:30:00Z","2017-08-02T08:00:00Z",84.00510,83.96249,84.05259,0.00064,180.00000,0.01761,0.00188,0,,,
"2017-08-02T08:00:00Z","2017-08-02T08:30:00Z",83.95794,83.93246,83.97251,0.00012,180.00000,0.01728,0.00082,0,,,
"2017-08-02T08:30:00Z","2017-08-02T09:00:00Z",83.93652,83.91244,83.97251,0.00030,180.00000,0.01739,0.00130,0,,,
"2017-08-02T09:00:00Z","2017-08-02T09:30:00Z",83.91572,83.90243,83.96249,0.00026,180.00000,0.01737,0.00120,0,,,
"2017-08-02T09:30:00Z","2017-08-02T10:00:00Z",83.95237,83.92245,83.99252,0.00073,180.00000,0.01767,0.00202,0,,,
"2017-08-02T10:00:00Z","2017-08-02T10:30:00Z",83.93992,83.90243,84.01255,0.00124,180.00000,0.01799,0.00263,0,,,
"2017-08-02T10:30:00Z","2017-08-02T11:00:00Z",83.97028,83.89242,84.04258,0.00233,180.00000,0.01864,0.00359,0,,,
"2017-08-02T11:00:00Z","2017-08-02T11:30:00Z",83.81640,83.72224,83.92245,0.00264,180.00000,0.01883,0.00383,0,,,
"2017-08-02T11:30:00Z","2017-08-02T12:00:00Z",83.88641,83.83236,83.94248,0.00076,180.00000,0.01768,0.00205,0,,,
"2017-08-02T12:00:00Z","2017-08-02T12:30:00Z",83.93669,83.84237,84.00254,0.00301,180.00000,0.01905,0.00409,0,,,
"2017-08-02T12:30:00Z","2017-08-02T13:00:00Z",83.93714,83.84237,83.99252,0.00288,180.00000,0.01897,0.00400,0,,,
"2017-08-02T13:00:00Z","2017-08-02T13:30:00Z",84.00148,83.98252,84.02256,0.00011,180.00000,0.01727,0.00080,0,,,
"2017-08-02T13:30:00Z","2017-08-02T14:00:00Z",84.01516,83.99252,84.03257,0.00010,180.00000,0.01727,0.00075,0,,,
"2017-08-02T14:00:00Z","2017-08-02T14:30:00Z",83.98485,83.96249,84.00254,0.00012,180.00000,0.01728,0.00080,0,,,
"2017-08-02T14:30:00Z","2017-08-02T15:00:00Z",83.96722,83.95249,83.98252,0.00004,180.00000,0.01723,0.00047,0,,,
"2017-08-02T15:00:00Z","2017-08-02T15:30:00Z",83.96605,83.95249,83.97251,0.00004,180.00000,0.01723,0.00048,0,,,
"2017-08-02T15:30:00Z","2017-08-02T16:00:00Z",83.95905,83.95249,83.96249,0.00002,180.00000,0.01721,0.00036,0,,,
"2017-08-02T16:00:00Z","2017-08-02T16:30:00Z",83.97006,83.96249,83.97251,0.00002,180.00000,0.01721,0.00032,0,,,
"2017-08-02T16:30:00Z","2017-08-02T17:00:00Z",83.96166,83.95249,83.97251,0.00005,180.00000,0.01723,0.00053,0,,,
