startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2017-11-01T00:00:00Z","2017-11-01T00:30:00Z",82.16466,82.15610,82.17610,0.00004,180.00000,0.01722,0.00045,0,,,
"2017-11-01T00:30:00Z","2017-11-01T01:00:00Z",82.14404,82.12609,82.15610,0.00006,180.00000,0.01724,0.00057,0,,,
"2017-11-01T01:00:00Z","2017-11-01T01:30:00Z",82.14671,82.10608,82.16610,0.00021,180.00000,0.01734,0.00109,0,,,
"2017-11-01T01:30:00Z","2017-11-01T02:00:00Z",82.09836,82.07608,82.13609,0.00015,180.00000,0.01729,0.00090,0,,,
"2017-11-01T02:00:00Z","2017-11-01T02:30:00Z",82.05997,82.02607,82.08608,0.00036,180.00000,0.01743,0.00141,0,,,
"2017-11-01T02:30:00Z","2017-11-01T03:00:00Z",82.01046,81.98607,82.02607,0.00010,180.00000,0.01727,0.00075,0,,,
"2017-11-01T03:00:00Z","2017-11-01T03:30:00Z",82.01563,82.00607,82.02607,0.00004,180.00000,0.01722,0.00045,0,,,
"2017-11-01T03:30:00Z","2017-11-01T04:00:00Z",82.00551,81.99606,82.02607,0.00006,180.00000,0.01724,0.00056,0,,,
"2017-11-01T04:00:00Z","2017-11-01T04:30:00Z",82.00412,81.97606,82.03607,0.00023,180.00000,0.01735,0.00112,0,,,
"2017-11-01T04:30:00Z","2017-11-01T05:00:00Z",81.97417,81.92605,82.02607,0.00066,180.00000,0.01762,0.00191,0,,,
"2017-11-01T05:00:00Z","2017-11-01T05:30:00Z",81.90044,81.84604,81.93606,0.00042,180.00000,0.01747,0.00154,0,,,
"2017-11-01T05:30:00Z","2017-11-01T06:00:00Z",81.90060,81.85604,81.92605,0.00027,180.00000,0.01737,0.00122,0,,,
"2017-11-01T06:00:00Z","2017-11-01T06:30:00Z",81.81392,81.73602,81.89605,0.00095,180.00000,0.01780,0.00230,0,,,
"2017-11-01T06:30:00Z","2017-11-01T07:00:00Z",81.84226,81.79603,81.86604,0.00015,180.00000,0.01730,0.00091,0,,,
"2017-11-01T07:00:00Z","2017-11-01T07:30:00Z",81.87432,81.82603,81.89605,0.00034,180.00000,0.01742,0.00138,0,,,
"2017-11-01T07:30:00Z","2017-11-01T08:00:00Z",81.89155,81.84604,81.90605,0.00014,180.00000,0.01729,0.00089,0,,,
"2017-11-01T08:00:00Z","2017-11-01T08:30:00Z",81.87743,81.85604,81.89605,0.00007,180.00000,0.01725,0.00064,0,,,
"2017-11-01T08:30:00Z","2017-11-01T09:00:00Z",81.85854,81.80603,81.87605,0.00023,180.00000,0.01735,0.00113,0,,,
"2017-11-01T09:00:00Z","2017-11-01T09:30:00Z",81.77614,81.73602,81.82603,0.00034,180.00000,0.01742,0.00138,0,,,
"2017-11-01T09:30:00Z","2017-11-01T10:00:00Z",81.76419,81.72602,81.78603,0.00020,180.00000,0.01733,0.00106,0,,,
"2017-11-01T10:00:00Z","2017-11-01T10:30:00Z",81.77758,81.73602,81.80603,0.00024,180.00000,0.01736,0.00117,0,,,
"2017-11-01T10:30:00Z","2017-11-01T11:00:00Z",81.80898,81.78603,81.82603,0.00010,180.00000,0.01726,0.00075,0,,,
"2017-11-01T11:00:00Z","2017-11-01T11:30:00Z",81.78925,81.75602,81.81603,0.00009,180.00000,0.01726,0.00073,0,,,
"2017-11-01T11:30:00Z","2017-11-01T12:00:00Z",81.77575,81.75602,81.78603,0.00004,180.00000,0.01723,0.00048,0,,,
"2017-11-01T12:00:00Z","2017-11-01T12:30:00Z",81.79842,81.76603,81.82603,0.00026,180.00000,0.01737,0.00120,0,,,
"2017-11-01T12:30:00Z","2017-11-01T13:00:00Z",81.80214,81.77602,81.82603,0.00020,180.00000,0.01733,0.00104,0,,,
"2017-11-01T13:00:00Z","2017-11-01T13:30:00Z",81.80714,81.72602,81.84604,0.00084,180.00000,0.01773,0.00216,0,,,
"2017-11-01T13:30:00Z","2017-11-01T14:00:00Z",81.75891,81.64600,81.81603,0.00093,180.00000,0.01779,0.00227,0,,,
"2017-11-01T14:00:00Z","2017-11-01T14:30:00Z",81.84821,81.77602,81.90605,0.00084,180.00000,0.01773,0.00216,0,,,
"2017-11-01T14:30:00Z","2017-11-01T15:00:00Z",81.90311,81.86604,81.91606,0.00015,180.00000,0.01730,0.00092,0,,,
"2017-11-01T15:00:00Z","2017-11-01T15:30:00Z",81.85949,81.79603,81.90605,0.00048,180.00000,0.01751,0.00164,0,,,
