startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2016-08-31T23:30:00Z","2016-09-01T00:00:00Z",83.88419,83.87240,83.89242,0.00002,180.00000,0.01722,0.00037,0,,,
"2016-09-01T00:00:00Z","2016-09-01T00:30:00Z",83.89548,83.88241,83.90243,0.00002,180.00000,0.01722,0.00036,0,,,
"2016-09-01T00:30:00Z","2016-09-01T01:00:00Z",83.90772,83.90243,83.91244,0.00003,180.00000,0.01722,0.00037,0,,,
"2016-09-01T01:00:00Z","2016-09-01T01:30:00Z",83.92646,83.91244,83.93246,0.00003,180.00000,0.01722,0.00042,0,,,
"2016-09-01T01:30:00Z","2016-09-01T02:00:00Z",83.94943,83.93246,83.97251,0.00017,180.00000,0.01731,0.00097,0,,,
"2016-09-01T02:00:00Z","2016-09-01T02:30:00Z",83.99002,83.97251,84.01255,0.00022,180.00000,0.01734,0.00111,0,,,
"2016-09-01T02:30:00Z","2016-09-01T03:00:00Z",84.03185,84.01255,84.04258,0.00008,180.00000,0.01725,0.00068,0,,,
"2016-09-01T03:00:00Z","2016-09-01T03:30:00Z",84.05754,84.04258,84.06260,0.00004,180.00000,0.01722,0.00044,0,,,
"2016-09-01T03:30:00Z","2016-09-01T04:00:00Z",84.07528,84.06260,84.08262,0.00006,180.00000,0.01724,0.00058,0,,,
"2016-09-01T04:00:00Z","2016-09-01T04:30:00Z",84.09241,84.08262,84.10264,0.00002,180.00000,0.01721,0.00035,0,,,
"2016-09-01T04:30:00Z","2016-09-01T05:00:00Z",84.09758,84.08262,84.10264,0.00003,180.00000,0.01722,0.00040,0,,,
"2016-09-01T05:00:00Z","2016-09-01T05:30:00Z",84.08390,84.07261,84.09264,0.00001,180.00000,0.01721,0.00026,0,,,
"2016-09-01T05:30:00Z","2016-09-01T06:00:00Z",84.08162,84.07261,84.08262,0.00001,180.00000,0.01721,0.00022,0,,,
"2016-09-01T06:00:00Z","2016-09-01T06:30:00Z",84.07306,84.06260,84.08262,0.00008,180.00000,0.01725,0.00067,0,,,
"2016-09-01T06:30:00Z","2016-09-01T07:00:00Z",84.05482,84.04258,84.07261,0.00006,180.00000,0.01724,0.00058,0,,,
"2016-09-01T07:00:00Z","2016-09-01T07:30:00Z",84.04058,84.03257,84.05259,0.00002,180.00000,0.01721,0.00035,0,,,
"2016-09-01T07:30:00Z","2016-09-01T08:00:00Z",84.00921,83.99252,84.03257,0.00011,180.00000,0.01727,0.00078,0,,,
"2016-09-01T08:00:00Z","2016-09-01T08:30:00Z",83.98941,83.98252,83.99252,0.00002,180.00000,0.01721,0.00035,0,,,
"2016-09-01T08:30:00Z","2016-09-01T09:00:00Z",83.97117,83.95249,83.98252,0.00005,180.00000,0.01723,0.00051,0,,,
"2016-09-01T09:00:00Z","2016-09-01T09:30:00Z",83.94587,83.93246,83.96249,0.00006,180.00000,0.01724,0.00059,0,,,
"2016-09-01T09:30:00Z","2016-09-01T10:00:00Z",83.92390,83.90243,83.93246,0.00007,180.00000,0.01725,0.00064,0,,,
"2016-09-01T10:00:00Z","2016-09-01T10:30:00Z",83.91483,83.90243,83.92245,0.00003,180.00000,0.01722,0.00040,0,,,
"2016-09-01T10:30:00Z","2016-09-01T11:00:00Z",83.90966,83.90243,83.91244,0.00002,180.00000,0.01721,0.00034,0,,,
"2016-09-01T11:00:00Z","2016-09-01T11:30:00Z",83.91578,83.91244,83.92245,0.00002,180.00000,0.01721,0.00035,0,,,
"2016-09-01T11:30:00Z","2016-09-01T12:00:00Z",83.91172,83.90243,83.92245,0.00001,180.00000,0.01721,0.00024,0,,,
"2016-09-01T12:00:00Z","2016-09-01T12:30:00Z",83.91061,83.90243,83.92245,0.00002,180.00000,0.01721,0.00033,0,,,
"2016-09-01T12:30:00Z","2016-09-01T13:00:00Z",83.92595,83.91244,83.94248,0.00003,180.00000,0.01722,0.00037,0,,,
