startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2018-03-01T00:00:00Z","2018-03-01T00:30:00Z",83.40051,83.38506,83.42551,0.00011,180.00000,0.01727,0.00079,0,,,
"2018-03-01T00:30:00Z","2018-03-01T01:00:00Z",83.44591,83.42551,83.46597,0.00016,180.00000,0.01730,0.00093,0,,,
"2018-03-01T01:00:00Z","2018-03-01T01:30:00Z",83.48587,83.45586,83.51655,0.00021,180.00000,0.01733,0.00107,0,,,
"2018-03-01T01:30:00Z","2018-03-01T02:00:00Z",83.55173,83.51655,83.57724,0.00030,180.00000,0.01739,0.00130,0,,,
"2018-03-01T02:00:00Z","2018-03-01T02:30:00Z",83.59258,83.57724,83.60758,0.00007,180.00000,0.01725,0.00062,0,,,
"2018-03-01T02:30:00Z","2018-03-01T03:00:00Z",83.62551,83.60758,83.64804,0.00010,180.00000,0.01726,0.00074,0,,,
"2018-03-01T03:00:00Z","2018-03-01T03:30:00Z",83.66260,83.63794,83.68851,0.00027,180.00000,0.01737,0.00122,0,,,
"2018-03-01T03:30:00Z","2018-03-01T04:00:00Z",83.71481,83.68851,83.74920,0.00052,180.00000,0.01753,0.00170,0,,,
"2018-03-01T04:00:00Z","2018-03-01T04:30:00Z",83.75943,83.74920,83.76943,0.00006,180.00000,0.01724,0.00056,0,,,
"2018-03-01T04:30:00Z","2018-03-01T05:00:00Z",83.77263,83.76943,83.77955,0.00002,180.00000,0.01721,0.00035,0,,,
"2018-03-01T05:00:00Z","2018-03-01T05:30:00Z",83.78539,83.77955,83.79977,0.00003,180.00000,0.01722,0.00042,0,,,
"2018-03-01T05:30:00Z","2018-03-01T06:00:00Z",83.80444,83.79977,83.82000,0.00004,180.00000,0.01722,0.00045,0,,,
"2018-03-01T06:00:00Z","2018-03-01T06:30:00Z",83.81085,83.79977,83.82000,0.00003,180.00000,0.01722,0.00038,0,,,
"2018-03-01T06:30:00Z","2018-03-01T07:00:00Z",83.80596,83.79977,83.80989,0.00002,180.00000,0.01722,0.00037,0,,,
"2018-03-01T07:00:00Z","2018-03-01T07:30:00Z",83.82838,83.80989,83.84024,0.00007,180.00000,0.01724,0.00062,0,,,
"2018-03-01T07:30:00Z","2018-03-01T08:00:00Z",83.84142,83.84024,83.85035,0.00001,180.00000,0.01721,0.00024,0,,,
"2018-03-01T08:00:00Z","2018-03-01T08:30:00Z",83.85142,83.85035,83.86046,0.00001,180.00000,0.01721,0.00023,0,,,
"2018-03-01T08:30:00Z","2018-03-01T09:00:00Z",83.83293,83.83012,83.85035,0.00002,180.00000,0.01721,0.00035,0,,,
"2018-03-01T09:00:00Z","2018-03-01T09:30:00Z",83.82495,83.82000,83.83012,0.00003,180.00000,0.01722,0.00038,0,,,
"2018-03-01T09:30:00Z","2018-03-01T10:00:00Z",83.82000,83.82000,83.82000,0.00000,180.00000,0.01720,0.00000,0,,,
