startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2016-09-30T23:30:00Z","2016-10-01T00:00:00Z",83.69861,83.68220,83.71223,0.00005,180.00000,0.01723,0.00052,0,,,
"2016-10-01T00:00:00Z","2016-10-01T00:30:00Z",83.70294,83.70222,83.71223,0.00001,180.00000,0.01720,0.00019,0,,,
"2016-10-01T00:30:00Z","2016-10-01T01:00:00Z",83.70939,83.70222,83.72224,0.00007,180.00000,0.01724,0.00061,0,,,
"2016-10-01T01:00:00Z","2016-10-01T01:30:00Z",83.74115,83.72224,83.76228,0.00021,180.00000,0.01734,0.00108,0,,,
"2016-10-01T01:30:00Z","2016-10-01T02:00:00Z",83.75127,83.73225,83.77230,0.00010,180.00000,0.01726,0.00074,0,,,
"2016-10-01T02:00:00Z","2016-10-01T02:30:00Z",83.74793,83.74226,83.75227,0.00002,180.00000,0.01722,0.00037,0,,,
"2016-10-01T02:30:00Z","2016-10-01T03:00:00Z",83.75144,83.74226,83.75227,0.00001,180.00000,0.01720,0.00021,0,,,
"2016-10-01T03:00:00Z","2016-10-01T03:30:00Z",83.76590,83.75227,83.77230,0.00005,180.00000,0.01723,0.00053,0,,,
"2016-10-01T03:30:00Z","2016-10-01T04:00:00Z",83.77630,83.77230,83.78230,0.00002,180.00000,0.01722,0.00037,0,,,
"2016-10-01T04:00:00Z","2016-10-01T04:30:00Z",83.78230,83.78230,83.78230,0.00000,180.00000,0.01720,0.00000,0,,,
"2016-10-01T04:30:00Z","2016-10-01T05:00:00Z",83.77591,83.77230,83.78230,0.00002,180.00000,0.01721,0.00036,0,,,
"2016-10-01T05:00:00Z","2016-10-01T05:30:00Z",83.77613,83.77230,83.78230,0.00002,180.00000,0.01722,0.00036,0,,,
"2016-10-01T05:30:00Z","2016-10-01T06:00:00Z",83.76162,83.74226,83.78230,0.00011,180.00000,0.01727,0.00079,0,,,
"2016-10-01T06:00:00Z","2016-10-01T06:30:00Z",83.74804,83.74226,83.75227,0.00002,180.00000,0.01722,0.00037,0,,,
"2016-10-01T06:30:00Z","2016-10-01T07:00:00Z",83.72875,83.72224,83.74226,0.00005,180.00000,0.01723,0.00054,0,,,
"2016-10-01T07:00:00Z","2016-10-01T07:30:00Z",83.71979,83.71223,83.72224,0.00002,180.00000,0.01721,0.00032,0,,,
"2016-10-01T07:30:00Z","2016-10-01T08:00:00Z",83.71462,83.70222,83.72224,0.00003,180.00000,0.01722,0.00040,0,,,
"2016-10-01T08:00:00Z","2016-10-01T08:30:00Z",83.70039,83.69221,83.70222,0.00002,180.00000,0.01721,0.00029,0,,,
"2016-10-01T08:30:00Z","2016-10-01T09:00:00Z",83.67152,83.66218,83.69221,0.00006,180.00000,0.01724,0.00058,0,,,
"2016-10-01T09:00:00Z","2016-10-01T09:30:00Z",83.65279,83.64215,83.66218,0.00001,96.00000,0.01721,0.00033,1,,,
"2016-10-01T09:30:00Z","2016-10-01T10:00:00Z",,,,,,,,1,,,
"2016-10-01T10:00:00Z","2016-10-01T10:30:00Z",83.63489,83.63214,83.64215,0.00002,40.00000,0.01726,0.00072,1,,,
"2016-10-01T10:30:00Z","2016-10-01T11:00:00Z",83.63214,83.63214,83.63214,0.00000,180.00000,0.01720,0.00000,0,,,
"2016-10-01T11:00:00Z","2016-10-01T11:30:00Z",83.63359,83.63214,83.64215,0.00001,180.00000,0.01721,0.00026,0,,,
"2016-10-01T11:30:00Z","2016-10-01T12:00:00Z",83.63286,83.62214,83.64215,0.00002,180.00000,0.01721,0.00033,0,,,
"2016-10-01T12:00:00Z","2016-10-01T12:30:00Z",83.61869,83.61212,83.62214,0.00002,180.00000,0.01721,0.00036,0,,,
"2016-10-01T12:30:00Z","2016-10-01T13:00:00Z",83.62214,83.62214,83.62214,0.00000,180.00000,0.01720,0.00000,0,,,
"2016-10-01T13:00:00Z","2016-10-01T13:30:00Z",83.63181,83.62214,83.64215,0.00001,180.00000,0.01721,0.00025,0,,,
"2016-10-01T13:30:00Z","2016-10-01T14:00:00Z",83.64165,83.63214,83.64215,0.00000,180.00000,0.01720,0.00016,0,,,
"2016-10-01T14:00:00Z","2016-10-01T14:30:00Z",83.64126,83.63214,83.64215,0.00001,180.00000,0.01721,0.00021,0,,,
"2016-10-01T14:30:00Z","2016-10-01T15:00:00Z",83.62619,83.62214,83.64215,0.00003,180.00000,0.01722,0.00038,0,,,
"2016-10-01T15:00:00Z","2016-10-01T15:30:00Z",83.62908,83.62214,83.63214,0.00002,180.00000,0.01721,0.00034,0,,,
"2016-10-01T15:30:00Z","2016-10-01T16:00:00Z",83.62419,83.62214,83.63214,0.00002,180.00000,0.01721,0.00030,0,,,
"2016-10-01T16:00:00Z","2016-10-01T16:30:00Z",83.62041,83.61212,83.62214,0.00001,180.00000,0.01721,0.00028,0,,,
"2016-10-01T16:30:00Z","2016-10-01T17:00:00Z",83.60712,83.59210,83.61212,0.00003,180.00000,0.01722,0.00039,0,,,
"2016-10-01T17:00:00Z","2016-10-01T17:30:00Z",83.58687,83.57208,83.60211,0.00009,180.00000,0.01726,0.00070,0,,,
"2016-10-01T17:30:00Z","2016-10-01T18:00:00Z",83.55990,83.54205,83.57208,0.00004,180.00000,0.01722,0.00045,0,,,
"2016-10-01T18:00:00Z","2016-10-01T18:30:00Z",83.52981,83.51202,83.55206,0.00013,180.00000,0.01728,0.00084,0,,,
"2016-10-01T18:30:00Z","2016-10-01T19:00:00Z",83.49372,83.48199,83.50201,0.00008,180.00000,0.01725,0.00066,0,,,
"2016-10-01T19:00:00Z","2016-10-01T19:30:00Z",83.46552,83.43193,83.48199,0.00011,180.00000,0.01727,0.00079,0,,,
"2016-10-01T19:30:00Z","2016-10-01T20:00:00Z",83.43176,83.41191,83.45196,0.00009,180.00000,0.01726,0.00069,0,,,
"2016-10-01T20:00:00Z","2016-10-01T20:30:00Z",83.41186,83.39189,83.42192,0.00002,180.00000,0.01721,0.00035,0,,,
"2016-10-01T20:30:00Z","2016-10-01T21:00:00Z",83.40963,83.40190,83.41191,0.00002,180.00000,0.01721,0.00031,0,,,
"2016-10-01T21:00:00Z","2016-10-01T21:30:00Z",83.40223,83.39189,83.41191,0.00004,180.00000,0.01723,0.00047,0,,,
"2016-10-01T21:30:00Z","2016-10-01T22:00:00Z",83.39739,83.38188,83.41191,0.00005,180.00000,0.01723,0.00055,0,,,
"2016-10-01T22:00:00Z","2016-10-01T22:30:00Z",83.38304,83.36186,83.39189,0.00005,180.00000,0.01723,0.00053,0,,,
"2016-10-01T22:30:00Z","2016-10-01T23:00:00Z",83.37176,83.36186,83.37187,0.00000,180.00000,0.01720,0.00008,0,,,
"2016-10-01T23:00:00Z","2016-10-01T23:30:00Z",83.36258,83.35184,83.37187,0.00002,180.00000,0.01721,0.00031,0,,,
"2016-10-01T23:30:00Z","2016-10-02T00:00:00Z",83.35090,83.34184,83.35184,0.00001,180.00000,0.01721,0.00022,0,,,
