"domainID","siteID","horizontalPosition","verticalPosition","startDateTime","endDateTime","PM15Median","PM15Minimum","PM15Maximum","PM15NumPts","PM15MAD","PM15finalQF","PM10Median","PM10Minimum","PM10Maximum","PM10NumPts","PM10MAD","PM10finalQF","PM4Median","PM4Minimum","PM4Maximum","PM4NumPts","PM4MAD","PM4finalQF","PM2.5Median","PM2.5Minimum","PM2.5Maximum","PM2.5NumPts","PM2.5MAD","PM2.5finalQF","PM1Median","PM1Minimum","PM1Maximum","PM1NumPts","PM1MAD","PM1finalQF","PM15sub50RHMedian","PM15sub50RHMinimum","PM15sub50RHMaximum","PM15sub50RHNumPts","PM15sub50RHMAD","PM15sub50RHfinalQF","PM10sub50RHMedian","PM10sub50RHMinimum","PM10sub50RHMaximum","PM10sub50RHNumPts","PM10sub50RHMAD","PM10sub50RHfinalQF","PM4sub50RHMedian","PM4sub50RHMinimum","PM4sub50RHMaximum","PM4sub50RHNumPts","PM4sub50RHMAD","PM4sub50RHfinalQF","PM2.5sub50RHMedian","PM2.5sub50RHMinimum","PM2.5sub50RHMaximum","PM2.5sub50RHNumPts","PM2.5sub50RHMAD","PM2.5sub50RHfinalQF","PM1sub50RHMedian","PM1sub50RHMinimum","PM1sub50RHMaximum","PM1sub50RHNumPts","PM1sub50RHMAD","PM1sub50RHfinalQF"
"D10","RMNP","000","050","2018-01-13T03:00:00Z","2018-01-13T04:00:00Z",0.001,0.001,0.48,1652,0,1,0.001,0.001,0.48,1652,0,1,0.001,0.001,0.471,1652,0,1,0.001,0.001,0.471,1652,0,1,0.001,0.001,0.471,1652,0,1,0.001,0.001,0.48,1652,0,1,0.001,0.001,0.48,1652,0,1,0.001,0.001,0.471,1652,0,1,0.001,0.001,0.471,1652,0,1,0.001,0.001,0.471,1652,0,1
"D10","RMNP","000","050","2018-01-13T04:00:00Z","2018-01-13T05:00:00Z",0.001,0.001,0.099,570,0,1,0.001,0.001,0.099,570,0,1,0.001,0.001,0.099,570,0,1,0.001,0.001,0.099,570,0,1,0.001,0.001,0.099,570,0,1,0.001,0.001,0.099,570,0,1,0.001,0.001,0.099,570,0,1,0.001,0.001,0.099,570,0,1,0.001,0.001,0.099,570,0,1,0.001,0.001,0.099,570,0,1
"D10","RMNP","000","050","2018-01-13T05:00:00Z","2018-01-13T06:00:00Z",0.001,0.001,0.022,2426,0,1,0.001,0.001,0.022,2426,0,1,0.001,0.001,0.022,2426,0,1,0.001,0.001,0.022,2426,0,1,0.001,0.001,0.022,2426,0,1,0.001,0.001,0.022,2426,0,1,0.001,0.001,0.022,2426,0,1,0.001,0.001,0.022,2426,0,1,0.001,0.001,0.022,2426,0,1,0.001,0.001,0.022,2426,0,1
"D10","RMNP","000","050","2018-01-13T06:00:00Z","2018-01-13T07:00:00Z",0.001,0.001,2.84,2949,0,1,0.001,0.001,2.84,2949,0,1,0.001,0.001,2.84,2949,0,0,0.001,0.001,2.84,2949,0,0,0.001,0.001,2.84,2949,0,0,0.001,0.001,2.84,2949,0,1,0.001,0.001,2.84,2949,0,1,0.001,0.001,2.84,2949,0,0,0.001,0.001,2.84,2949,0,0,0.001,0.001,2.84,2949,0,0
"D10","RMNP","000","050","2018-01-13T07:00:00Z","2018-01-13T08:00:00Z",0.001,0.001,0.593,2593,0,1,0.001,0.001,0.593,2593,0,1,0.001,0.001,0.593,2593,0,1,0.001,0.001,0.593,2593,0,1,0.001,0.001,0.593,2593,0,1,0.001,0.001,0.593,2593,0,1,0.001,0.001,0.593,2593,0,1,0.001,0.001,0.593,2593,0,1,0.001,0.001,0.593,2593,0,1,0.001,0.001,0.593,2593,0,1
"D10","RMNP","000","050","2018-01-13T08:00:00Z","2018-01-13T09:00:00Z",0.001,0.001,1.51,876,0,1,0.001,0.001,1.51,876,0,1,0.001,0.001,1.51,876,0,1,0.001,0.001,1.51,876,0,1,0.001,0.001,1.51,876,0,1,0.001,0.001,1.51,876,0,1,0.001,0.001,1.51,876,0,1,0.001,0.001,1.51,876,0,1,0.001,0.001,1.51,876,0,1,0.001,0.001,1.51,876,0,1
"D10","RMNP","000","050","2018-01-13T09:00:00Z","2018-01-13T10:00:00Z",0.001,0.001,0.779,313,0,1,0.001,0.001,0.779,313,0,1,0.001,0.001,0.776,313,0,1,0.001,0.001,0.776,313,0,1,0.001,0.001,0.776,313,0,1,0.001,0.001,0.779,313,0,1,0.001,0.001,0.779,313,0,1,0.001,0.001,0.776,313,0,1,0.001,0.001,0.776,313,0,1,0.001,0.001,0.776,313,0,1
"D10","RMNP","000","050","2018-01-13T10:00:00Z","2018-01-13T11:00:00Z",0.001,0.001,1.27,576,0,1,0.001,0.001,1.26,576,0,1,0.001,0.001,1.26,576,0,1,0.001,0.001,1.26,576,0,1,0.001,0.001,1.26,576,0,1,0.001,0.001,1.27,576,0,1,0.001,0.001,1.26,576,0,1,0.001,0.001,1.26,576,0,1,0.001,0.001,1.26,576,0,1,0.001,0.001,1.26,576,0,1
"D10","RMNP","000","050","2018-01-13T11:00:00Z","2018-01-13T12:00:00Z",0.001,0.001,2.4,1670,0,1,0.001,0.001,2.36,1670,0,1,0.001,0.001,2.36,1670,0,1,0.001,0.001,2.36,1670,0,1,0.001,0.001,2.36,1670,0,1,0.001,0.001,2.4,1670,0,1,0.001,0.001,2.36,1670,0,1,0.001,0.001,2.36,1670,0,1,0.001,0.001,2.36,1670,0,1,0.001,0.001,2.36,1670,0,1
"D10","RMNP","000","050","2018-01-13T12:00:00Z","2018-01-13T13:00:00Z",0.001,0.001,2.13,3187,0,1,0.001,0.001,2.12,3187,0,1,0.001,0.001,2.12,3187,0,1,0.001,0.001,2.12,3187,0,1,0.001,0.001,2.12,3187,0,1,0.001,0.001,2.13,3187,0,1,0.001,0.001,2.12,3187,0,1,0.001,0.001,2.12,3187,0,1,0.001,0.001,2.12,3187,0,1,0.001,0.001,2.12,3187,0,1
"D10","RMNP","000","050","2018-01-13T13:00:00Z","2018-01-13T14:00:00Z",0.001,0.001,1.6,3065,0,1,0.001,0.001,1.58,3065,0,1,0.001,0.001,1.58,3065,0,1,0.001,0.001,1.58,3065,0,1,0.001,0.001,1.58,3065,0,1,0.001,0.001,1.6,3065,0,1,0.001,0.001,1.58,3065,0,1,0.001,0.001,1.58,3065,0,1,0.001,0.001,1.58,3065,0,1,0.001,0.001,1.58,3065,0,1
"D10","RMNP","000","050","2018-01-13T14:00:00Z","2018-01-13T15:00:00Z",0.001,0.001,0.935,3235,0,1,0.001,0.001,0.935,3235,0,1,0.001,0.001,0.935,3235,0,1,0.001,0.001,0.935,3235,0,1,0.001,0.001,0.935,3235,0,1,0.001,0.001,0.935,3235,0,1,0.001,0.001,0.935,3235,0,1,0.001,0.001,0.935,3235,0,1,0.001,0.001,0.935,3235,0,1,0.001,0.001,0.935,3235,0,1
"D10","RMNP","000","050","2018-01-13T15:00:00Z","2018-01-13T16:00:00Z",0.001,0.001,0.064,3057,0,1,0.001,0.001,0.064,3057,0,1,0.001,0.001,0.046,3057,0,1,0.001,0.001,0.046,3057,0,1,0.001,0.001,0.046,3057,0,1,0.001,0.001,0.064,3057,0,1,0.001,0.001,0.064,3057,0,1,0.001,0.001,0.046,3057,0,1,0.001,0.001,0.046,3057,0,1,0.001,0.001,0.046,3057,0,1
"D10","RMNP","000","050","2018-01-13T16:00:00Z","2018-01-13T17:00:00Z",0.001,0.001,0.029,3079,0,1,0.001,0.001,0.019,3079,0,1,0.001,0.001,0.016,3079,0,1,0.001,0.001,0.016,3079,0,1,0.001,0.001,0.016,3079,0,1,0.001,0.001,0.029,3079,0,1,0.001,0.001,0.019,3079,0,1,0.001,0.001,0.016,3079,0,1,0.001,0.001,0.016,3079,0,1,0.001,0.001,0.016,3079,0,1
"D10","RMNP","000","050","2018-01-13T17:00:00Z","2018-01-13T18:00:00Z",0.001,0.001,0.018,3471,0,0,0.001,0.001,0.011,3471,0,0,0.001,0.001,0.009,3471,0,0,0.001,0.001,0.009,3471,0,0,0.001,0.001,0.009,3471,0,0,0.001,0.001,0.018,3471,0,0,0.001,0.001,0.011,3471,0,0,0.001,0.001,0.009,3471,0,0,0.001,0.001,0.009,3471,0,0,0.001,0.001,0.009,3471,0,0
"D10","RMNP","000","050","2018-01-13T18:00:00Z","2018-01-13T19:00:00Z",0.001,0.001,0.03,3598,0,0,0.001,0.001,0.019,3598,0,0,0.001,0.001,0.019,3598,0,0,0.001,0.001,0.019,3598,0,0,0.001,0.001,0.019,3598,0,0,0.001,0.001,0.03,3598,0,0,0.001,0.001,0.019,3598,0,0,0.001,0.001,0.019,3598,0,0,0.001,0.001,0.019,3598,0,0,0.001,0.001,0.019,3598,0,0
"D10","RMNP","000","050","2018-01-13T19:00:00Z","2018-01-13T20:00:00Z",0.001,0.001,0.025,3532,0,1,0.001,0.001,0.025,3532,0,1,0.001,0.001,0.025,3532,0,1,0.001,0.001,0.024,3532,0,1,0.001,0.001,0.024,3532,0,1,0.001,0.001,0.025,3532,0,1,0.001,0.001,0.025,3532,0,1,0.001,0.001,0.025,3532,0,1,0.001,0.001,0.024,3532,0,1,0.001,0.001,0.024,3532,0,1
"D10","RMNP","000","050","2018-01-13T20:00:00Z","2018-01-13T21:00:00Z",0.001,0.001,0.022,2435,0,1,0.001,0.001,0.013,2435,0,1,0.001,0.001,0.011,2435,0,1,0.001,0.001,0.011,2435,0,1,0.001,0.001,0.011,2435,0,1,0.001,0.001,0.022,2435,0,1,0.001,0.001,0.013,2435,0,1,0.001,0.001,0.011,2435,0,1,0.001,0.001,0.011,2435,0,1,0.001,0.001,0.011,2435,0,1
"D10","RMNP","000","050","2018-01-13T21:00:00Z","2018-01-13T22:00:00Z",0.001,0.001,0.023,817,0,1,0.001,0.001,0.013,817,0,1,0.001,0.001,0.012,817,0,1,0.001,0.001,0.012,817,0,1,0.001,0.001,0.012,817,0,1,0.001,0.001,0.023,817,0,1,0.001,0.001,0.013,817,0,1,0.001,0.001,0.012,817,0,1,0.001,0.001,0.012,817,0,1,0.001,0.001,0.012,817,0,1
"D10","RMNP","000","050","2018-01-13T22:00:00Z","2018-01-13T23:00:00Z",0.001,0.001,0.018,612,0,1,0.001,0.001,0.013,612,0,1,0.001,0.001,0.013,612,0,1,0.001,0.001,0.013,612,0,1,0.001,0.001,0.013,612,0,1,0.001,0.001,0.018,612,0,1,0.001,0.001,0.013,612,0,1,0.001,0.001,0.013,612,0,1,0.001,0.001,0.013,612,0,1,0.001,0.001,0.013,612,0,1
"D10","RMNP","000","050","2018-01-13T23:00:00Z","2018-01-14T00:00:00Z",0.001,0.001,0.021,1741,0,1,0.001,0.001,0.016,1741,0,1,0.001,0.001,0.011,1741,0,1,0.001,0.001,0.011,1741,0,1,0.001,0.001,0.011,1741,0,1,0.001,0.001,0.021,1741,0,1,0.001,0.001,0.016,1741,0,1,0.001,0.001,0.011,1741,0,1,0.001,0.001,0.011,1741,0,1,0.001,0.001,0.011,1741,0,1
"D10","RMNP","000","050","2018-01-14T00:00:00Z","2018-01-14T01:00:00Z",0.001,0.001,0.019,661,0,1,0.001,0.001,0.015,661,0,1,0.001,0.001,0.008,661,0,1,0.001,0.001,0.008,661,0,1,0.001,0.001,0.008,661,0,1,0.001,0.001,0.019,661,0,1,0.001,0.001,0.015,661,0,1,0.001,0.001,0.008,661,0,1,0.001,0.001,0.008,661,0,1,0.001,0.001,0.008,661,0,1
"D10","RMNP","000","050","2018-01-14T01:00:00Z","2018-01-14T02:00:00Z",0.001,0.001,0.018,342,0,1,0.001,0.001,0.018,342,0,1,0.001,0.001,0.018,342,0,1,0.001,0.001,0.018,342,0,1,0.001,0.001,0.018,342,0,1,0.001,0.001,0.018,342,0,1,0.001,0.001,0.018,342,0,1,0.001,0.001,0.018,342,0,1,0.001,0.001,0.018,342,0,1,0.001,0.001,0.018,342,0,1
"D10","RMNP","000","050","2018-01-14T02:00:00Z","2018-01-14T03:00:00Z",0.001,0.001,0.014,800,0,1,0.001,0.001,0.014,800,0,1,0.001,0.001,0.007,800,0,1,0.001,0.001,0.007,800,0,1,0.001,0.001,0.007,800,0,1,0.001,0.001,0.014,800,0,1,0.001,0.001,0.014,800,0,1,0.001,0.001,0.007,800,0,1,0.001,0.001,0.007,800,0,1,0.001,0.001,0.007,800,0,1
"D10","RMNP","000","050","2018-01-14T03:00:00Z","2018-01-14T04:00:00Z",0.001,0.001,0.018,983,0,1,0.001,0.001,0.016,983,0,1,0.001,0.001,0.011,983,0,1,0.001,0.001,0.011,983,0,1,0.001,0.001,0.011,983,0,1,0.001,0.001,0.018,983,0,1,0.001,0.001,0.016,983,0,1,0.001,0.001,0.011,983,0,1,0.001,0.001,0.011,983,0,1,0.001,0.001,0.011,983,0,1
"D10","RMNP","000","050","2018-01-14T04:00:00Z","2018-01-14T05:00:00Z",0.001,0.001,0.018,888,0,1,0.001,0.001,0.012,888,0,1,0.001,0.001,0.008,888,0,1,0.001,0.001,0.008,888,0,1,0.001,0.001,0.008,888,0,1,0.001,0.001,0.018,888,0,1,0.001,0.001,0.012,888,0,1,0.001,0.001,0.008,888,0,1,0.001,0.001,0.008,888,0,1,0.001,0.001,0.008,888,0,1
"D10","RMNP","000","050","2018-01-14T05:00:00Z","2018-01-14T06:00:00Z",0.001,0.001,0.016,1356,0,1,0.001,0.001,0.009,1356,0,1,0.001,0.001,0.005,1356,0,1,0.001,0.001,0.005,1356,0,1,0.001,0.001,0.005,1356,0,1,0.001,0.001,0.016,1356,0,1,0.001,0.001,0.009,1356,0,1,0.001,0.001,0.005,1356,0,1,0.001,0.001,0.005,1356,0,1,0.001,0.001,0.005,1356,0,1
"D10","RMNP","000","050","2018-01-14T06:00:00Z","2018-01-14T07:00:00Z",0.001,0.001,0.024,816,0,1,0.001,0.001,0.015,816,0,1,0.001,0.001,0.014,816,0,1,0.001,0.001,0.014,816,0,1,0.001,0.001,0.013,816,0,1,0.001,0.001,0.024,816,0,1,0.001,0.001,0.015,816,0,1,0.001,0.001,0.014,816,0,1,0.001,0.001,0.014,816,0,1,0.001,0.001,0.013,816,0,1
"D10","RMNP","000","050","2018-01-14T07:00:00Z","2018-01-14T08:00:00Z",0.001,0.001,0.017,463,0,1,0.001,0.001,0.01,463,0,1,0.001,0.001,0.006,463,0,1,0.001,0.001,0.006,463,0,1,0.001,0.001,0.006,463,0,1,0.001,0.001,0.017,463,0,1,0.001,0.001,0.01,463,0,1,0.001,0.001,0.006,463,0,1,0.001,0.001,0.006,463,0,1,0.001,0.001,0.006,463,0,1
"D10","RMNP","000","050","2018-01-14T08:00:00Z","2018-01-14T09:00:00Z",0.001,0.001,0.019,477,0,1,0.001,0.001,0.017,477,0,1,0.001,0.001,0.008,477,0,1,0.001,0.001,0.008,477,0,1,0.001,0.001,0.008,477,0,1,0.001,0.001,0.019,477,0,1,0.001,0.001,0.017,477,0,1,0.001,0.001,0.008,477,0,1,0.001,0.001,0.008,477,0,1,0.001,0.001,0.008,477,0,1
"D10","RMNP","000","050","2018-01-14T09:00:00Z","2018-01-14T10:00:00Z",0.001,0.001,0.037,689,0,1,0.001,0.001,0.015,689,0,1,0.001,0.001,0.015,689,0,1,0.001,0.001,0.015,689,0,1,0.001,0.001,0.015,689,0,1,0.001,0.001,0.037,689,0,1,0.001,0.001,0.015,689,0,1,0.001,0.001,0.015,689,0,1,0.001,0.001,0.015,689,0,1,0.001,0.001,0.015,689,0,1
"D10","RMNP","000","050","2018-01-14T10:00:00Z","2018-01-14T11:00:00Z",0.001,0.001,0.023,1823,0,1,0.001,0.001,0.013,1823,0,1,0.001,0.001,0.013,1823,0,1,0.001,0.001,0.013,1823,0,1,0.001,0.001,0.012,1823,0,1,0.001,0.001,0.023,1823,0,1,0.001,0.001,0.013,1823,0,1,0.001,0.001,0.013,1823,0,1,0.001,0.001,0.013,1823,0,1,0.001,0.001,0.012,1823,0,1
"D10","RMNP","000","050","2018-01-14T11:00:00Z","2018-01-14T12:00:00Z",0.001,0.001,0.027,1077,0,1,0.001,0.001,0.017,1077,0,1,0.001,0.001,0.01,1077,0,1,0.001,0.001,0.01,1077,0,1,0.001,0.001,0.01,1077,0,1,0.001,0.001,0.027,1077,0,1,0.001,0.001,0.017,1077,0,1,0.001,0.001,0.01,1077,0,1,0.001,0.001,0.01,1077,0,1,0.001,0.001,0.01,1077,0,1
"D10","RMNP","000","050","2018-01-14T12:00:00Z","2018-01-14T13:00:00Z",0.001,0.001,0.022,837,0,1,0.001,0.001,0.016,837,0,1,0.001,0.001,0.011,837,0,1,0.001,0.001,0.011,837,0,1,0.001,0.001,0.011,837,0,1,0.001,0.001,0.022,837,0,1,0.001,0.001,0.016,837,0,1,0.001,0.001,0.011,837,0,1,0.001,0.001,0.011,837,0,1,0.001,0.001,0.011,837,0,1
"D10","RMNP","000","050","2018-01-14T13:00:00Z","2018-01-14T14:00:00Z",0.001,0.001,0.022,808,0,1,0.001,0.001,0.014,808,0,1,0.001,0.001,0.006,808,0,1,0.001,0.001,0.006,808,0,1,0.001,0.001,0.006,808,0,1,0.001,0.001,0.022,808,0,1,0.001,0.001,0.014,808,0,1,0.001,0.001,0.006,808,0,1,0.001,0.001,0.006,808,0,1,0.001,0.001,0.006,808,0,1
"D10","RMNP","000","050","2018-01-14T14:00:00Z","2018-01-14T15:00:00Z",0.001,0.001,0.019,873,0,1,0.001,0.001,0.013,873,0,1,0.001,0.001,0.007,873,0,1,0.001,0.001,0.007,873,0,1,0.001,0.001,0.007,873,0,1,0.001,0.001,0.019,873,0,1,0.001,0.001,0.013,873,0,1,0.001,0.001,0.007,873,0,1,0.001,0.001,0.007,873,0,1,0.001,0.001,0.007,873,0,1
"D10","RMNP","000","050","2018-01-14T15:00:00Z","2018-01-14T16:00:00Z",0.001,0.001,0.015,1296,0,1,0.001,0.001,0.013,1296,0,1,0.001,0.001,0.01,1296,0,1,0.001,0.001,0.01,1296,0,1,0.001,0.001,0.01,1296,0,1,0.001,0.001,0.015,1296,0,1,0.001,0.001,0.013,1296,0,1,0.001,0.001,0.01,1296,0,1,0.001,0.001,0.01,1296,0,1,0.001,0.001,0.01,1296,0,1
"D10","RMNP","000","050","2018-01-14T16:00:00Z","2018-01-14T17:00:00Z",0.001,0.001,0.017,2079,0,1,0.001,0.001,0.013,2079,0,1,0.001,0.001,0.008,2079,0,1,0.001,0.001,0.007,2079,0,1,0.001,0.001,0.007,2079,0,1,0.001,0.001,0.017,2079,0,1,0.001,0.001,0.013,2079,0,1,0.001,0.001,0.008,2079,0,1,0.001,0.001,0.007,2079,0,1,0.001,0.001,0.007,2079,0,1
"D10","RMNP","000","050","2018-01-14T17:00:00Z","2018-01-14T18:00:00Z",0.001,0.001,0.027,1651,0,1,0.001,0.001,0.018,1651,0,1,0.001,0.001,0.009,1651,0,1,0.001,0.001,0.008,1651,0,1,0.001,0.001,0.008,1651,0,1,0.001,0.001,0.027,1651,0,1,0.001,0.001,0.018,1651,0,1,0.001,0.001,0.009,1651,0,1,0.001,0.001,0.008,1651,0,1,0.001,0.001,0.008,1651,0,1
"D10","RMNP","000","050","2018-01-14T18:00:00Z","2018-01-14T19:00:00Z",0.001,0.001,0.042,1579,0,1,0.001,0.001,0.021,1579,0,1,0.001,0.001,0.019,1579,0,1,0.001,0.001,0.019,1579,0,1,0.001,0.001,0.019,1579,0,1,0.001,0.001,0.042,1579,0,1,0.001,0.001,0.021,1579,0,1,0.001,0.001,0.019,1579,0,1,0.001,0.001,0.019,1579,0,1,0.001,0.001,0.019,1579,0,1
"D10","RMNP","000","050","2018-01-14T19:00:00Z","2018-01-14T20:00:00Z",0.001,0.001,0.023,1578,0,1,0.001,0.001,0.014,1578,0,1,0.001,0.001,0.013,1578,0,1,0.001,0.001,0.013,1578,0,1,0.001,0.001,0.013,1578,0,1,0.001,0.001,0.023,1578,0,1,0.001,0.001,0.014,1578,0,1,0.001,0.001,0.013,1578,0,1,0.001,0.001,0.013,1578,0,1,0.001,0.001,0.013,1578,0,1
"D10","RMNP","000","050","2018-01-14T20:00:00Z","2018-01-14T21:00:00Z",0.001,0.001,0.026,1152,0,1,0.001,0.001,0.022,1152,0,1,0.001,0.001,0.02,1152,0,1,0.001,0.001,0.02,1152,0,1,0.001,0.001,0.02,1152,0,1,0.001,0.001,0.026,1152,0,1,0.001,0.001,0.022,1152,0,1,0.001,0.001,0.02,1152,0,1,0.001,0.001,0.02,1152,0,1,0.001,0.001,0.02,1152,0,1
"D10","RMNP","000","050","2018-01-14T21:00:00Z","2018-01-14T22:00:00Z",0.001,0.001,0.028,1032,0,1,0.001,0.001,0.017,1032,0,1,0.001,0.001,0.015,1032,0,1,0.001,0.001,0.014,1032,0,1,0.001,0.001,0.014,1032,0,1,0.001,0.001,0.028,1032,0,1,0.001,0.001,0.017,1032,0,1,0.001,0.001,0.015,1032,0,1,0.001,0.001,0.014,1032,0,1,0.001,0.001,0.014,1032,0,1
"D10","RMNP","000","050","2018-01-14T22:00:00Z","2018-01-14T23:00:00Z",0.001,0.001,0.036,1170,0,1,0.001,0.001,0.036,1170,0,1,0.001,0.001,0.033,1170,0,1,0.001,0.001,0.032,1170,0,1,0.001,0.001,0.032,1170,0,1,0.001,0.001,0.036,1170,0,1,0.001,0.001,0.036,1170,0,1,0.001,0.001,0.033,1170,0,1,0.001,0.001,0.032,1170,0,1,0.001,0.001,0.032,1170,0,1
"D10","RMNP","000","050","2018-01-14T23:00:00Z","2018-01-15T00:00:00Z",0.001,0.001,0.034,1494,0,1,0.001,0.001,0.023,1494,0,1,0.001,0.001,0.017,1494,0,1,0.001,0.001,0.017,1494,0,1,0.001,0.001,0.017,1494,0,1,0.001,0.001,0.034,1494,0,1,0.001,0.001,0.023,1494,0,1,0.001,0.001,0.017,1494,0,1,0.001,0.001,0.017,1494,0,1,0.001,0.001,0.017,1494,0,1
"D10","RMNP","000","050","2018-01-15T00:00:00Z","2018-01-15T01:00:00Z",0.001,0.001,0.028,1825,0,1,0.001,0.001,0.024,1825,0,1,0.001,0.001,0.016,1825,0,1,0.001,0.001,0.016,1825,0,1,0.001,0.001,0.016,1825,0,1,0.001,0.001,0.028,1825,0,1,0.001,0.001,0.024,1825,0,1,0.001,0.001,0.016,1825,0,1,0.001,0.001,0.016,1825,0,1,0.001,0.001,0.016,1825,0,1
"D10","RMNP","000","050","2018-01-15T01:00:00Z","2018-01-15T02:00:00Z",0.001,0.001,0.028,1344,0,1,0.001,0.001,0.018,1344,0,1,0.001,0.001,0.013,1344,0,1,0.001,0.001,0.012,1344,0,1,0.001,0.001,0.012,1344,0,1,0.001,0.001,0.028,1344,0,1,0.001,0.001,0.018,1344,0,1,0.001,0.001,0.013,1344,0,1,0.001,0.001,0.012,1344,0,1,0.001,0.001,0.012,1344,0,1
"D10","RMNP","000","050","2018-01-15T02:00:00Z","2018-01-15T03:00:00Z",0.001,0.001,0.034,950,0,1,0.001,0.001,0.024,950,0,1,0.001,0.001,0.019,950,0,1,0.001,0.001,0.019,950,0,1,0.001,0.001,0.019,950,0,1,0.001,0.001,0.034,950,0,1,0.001,0.001,0.024,950,0,1,0.001,0.001,0.019,950,0,1,0.001,0.001,0.019,950,0,1,0.001,0.001,0.019,950,0,1
"D10","RMNP","000","050","2018-01-15T03:00:00Z","2018-01-15T04:00:00Z",0.001,0.001,0.025,368,0,1,0.001,0.001,0.019,368,0,1,0.001,0.001,0.014,368,0,1,0.001,0.001,0.014,368,0,1,0.001,0.001,0.014,368,0,1,0.001,0.001,0.025,368,0,1,0.001,0.001,0.019,368,0,1,0.001,0.001,0.014,368,0,1,0.001,0.001,0.014,368,0,1,0.001,0.001,0.014,368,0,1
"D10","RMNP","000","050","2018-01-15T04:00:00Z","2018-01-15T05:00:00Z",0.001,0.001,0.024,351,0,1,0.001,0.001,0.017,351,0,1,0.001,0.001,0.014,351,0,1,0.001,0.001,0.014,351,0,1,0.001,0.001,0.014,351,0,1,0.001,0.001,0.024,351,0,1,0.001,0.001,0.017,351,0,1,0.001,0.001,0.014,351,0,1,0.001,0.001,0.014,351,0,1,0.001,0.001,0.014,351,0,1
"D10","RMNP","000","050","2018-01-15T05:00:00Z","2018-01-15T06:00:00Z",0.001,0.001,0.03,672,0,1,0.001,0.001,0.02,672,0,1,0.001,0.001,0.02,672,0,1,0.001,0.001,0.02,672,0,1,0.001,0.001,0.02,672,0,1,0.001,0.001,0.03,672,0,1,0.001,0.001,0.02,672,0,1,0.001,0.001,0.02,672,0,1,0.001,0.001,0.02,672,0,1,0.001,0.001,0.02,672,0,1
"D10","RMNP","000","050","2018-01-15T06:00:00Z","2018-01-15T07:00:00Z",0.001,0.001,0.023,490,0,1,0.001,0.001,0.013,490,0,1,0.001,0.001,0.013,490,0,1,0.001,0.001,0.012,490,0,1,0.001,0.001,0.012,490,0,1,0.001,0.001,0.023,490,0,1,0.001,0.001,0.013,490,0,1,0.001,0.001,0.013,490,0,1,0.001,0.001,0.012,490,0,1,0.001,0.001,0.012,490,0,1
"D10","RMNP","000","050","2018-01-15T07:00:00Z","2018-01-15T08:00:00Z",0.002,0.001,0.021,3170,0,1,0.002,0.001,0.021,3170,0,1,0.002,0.001,0.013,3170,0,1,0.002,0.001,0.013,3170,0,1,0.002,0.001,0.013,3170,0,1,0.002,0.001,0.021,3170,0,1,0.002,0.001,0.021,3170,0,1,0.002,0.001,0.013,3170,0,1,0.002,0.001,0.013,3170,0,1,0.002,0.001,0.013,3170,0,1
"D10","RMNP","000","050","2018-01-15T08:00:00Z","2018-01-15T09:00:00Z",0.007,0.001,0.037,3487,0,1,0.007,0.001,0.019,3487,0,1,0.007,0.001,0.019,3487,0,1,0.007,0.001,0.019,3487,0,1,0.007,0.001,0.019,3487,0,1,0.007,0.001,0.037,3487,0,1,0.007,0.001,0.019,3487,0,1,0.007,0.001,0.019,3487,0,1,0.007,0.001,0.019,3487,0,1,0.007,0.001,0.019,3487,0,1
"D10","RMNP","000","050","2018-01-15T09:00:00Z","2018-01-15T10:00:00Z",0.002,0.001,0.02,3539,0,0,0.002,0.001,0.019,3539,0,0,0.001,0.001,0.011,3539,0,0,0.001,0.001,0.011,3539,0,0,0.001,0.001,0.011,3539,0,0,0.002,0.001,0.02,3539,0,0,0.002,0.001,0.019,3539,0,0,0.001,0.001,0.011,3539,0,0,0.001,0.001,0.011,3539,0,0,0.001,0.001,0.011,3539,0,0
"D10","RMNP","000","050","2018-01-15T10:00:00Z","2018-01-15T11:00:00Z",0.008,0.005,0.149,3600,0,0,0.008,0.005,0.149,3600,0,0,0.008,0.005,0.131,3600,0,0,0.008,0.005,0.094,3600,0,0,0.008,0.005,0.082,3600,0,0,0.008,0.005,0.149,3600,0,0,0.008,0.005,0.149,3600,0,0,0.008,0.005,0.131,3600,0,0,0.008,0.005,0.094,3600,0,0,0.008,0.005,0.082,3600,0,0
"D10","RMNP","000","050","2018-01-15T11:00:00Z","2018-01-15T12:00:00Z",0.028,0.006,0.106,3498,0,1,0.028,0.006,0.106,3498,0,1,0.024,0.006,0.086,3498,0,1,0.018,0.005,0.06,3498,0,1,0.016,0.004,0.056,3498,0,1,0.028,0.006,0.106,3498,0,1,0.028,0.006,0.106,3498,0,1,0.024,0.006,0.086,3498,0,1,0.018,0.005,0.06,3498,0,1,0.016,0.004,0.056,3498,0,1
"D10","RMNP","000","050","2018-01-15T12:00:00Z","2018-01-15T13:00:00Z",0.018,0.003,0.072,3600,0.001,1,0.018,0.003,0.072,3600,0.001,1,0.015,0.003,0.054,3600,0,1,0.012,0.003,0.041,3600,0,1,0.011,0.003,0.037,3600,0,1,0.018,0.003,0.072,3600,0.001,1,0.018,0.003,0.072,3600,0.001,1,0.015,0.003,0.054,3600,0,1,0.012,0.003,0.041,3600,0,1,0.011,0.003,0.037,3600,0,1
