"id","parentIssueID","issueDate","resolvedDate","dateRangeStart","dateRangeEnd","locationAffected","issue","resolution"
16095,NA,"2020-06-01T00:00:00Z","2020-06-01T00:00:00Z","2018-11-01T00:00:00Z","2020-06-01T00:00:00Z","All terrestrial sites","After consultation with external working group community members and the NSF, The Soil Microbe Group Abundances data product was discontinued in 2020, with the last field samples having associated group abundance data in 10-2018. Users who are interested in generating this data from NEON samples may submit a request for samples or DNA extracts from the NEON Biorepository. Alternatively, the Soil Microbe Biomass data product (DP1.10104) may be utilized as a similar measurement of the quantities of microbes in soils.","Data Product discontinued"
